Variable,UNIT,COU,Country,Year,Value
J-Antiinfectives for systemic use,NBPYEANB,AUS,Australia,2018,19.5
J-Antiinfectives for systemic use,NBPYEANB,AUS,Australia,2019,19.9
J-Antiinfectives for systemic use,NBPYEANB,AUS,Australia,2020,16.4
J-Antiinfectives for systemic use,NBPYEANB,AUT,Austria,2019,13.4
J-Antiinfectives for systemic use,NBPYEANB,AUT,Austria,2020,10.7
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2010,28.0
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2011,28.9
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2012,28.6
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2013,27.4
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2014,27.0
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2015,27.4
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2016,27.6
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2017,26.2
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2018,25.8
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2019,24.8
J-Antiinfectives for systemic use,NBPYEANB,BEL,Belgium,2020,19.8
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2010,15.1
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2011,16.1
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2012,16.8
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2013,16.8
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2014,16.5
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2015,16.5
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2016,18.9
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2017,18.6
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2018,18.3
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2019,16.2
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2020,13.9
J-Antiinfectives for systemic use,NBPYEANB,CAN,Canada,2021,12.9
J-Antiinfectives for systemic use,NBPYEANB,CZE,Czech Republic,2019,18.3
J-Antiinfectives for systemic use,NBPYEANB,CZE,Czech Republic,2020,15.2
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2010,20.6
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2011,21.7
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2012,20.7
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2013,20.8
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2014,20.4
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2015,20.5
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2016,20.6
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2017,19.7
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2018,19.2
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2019,19.0
J-Antiinfectives for systemic use,NBPYEANB,DNK,Denmark,2020,17.9
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2010,21.0
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2011,23.2
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2012,22.6
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2013,21.4
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2014,20.9
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2015,20.0
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2016,19.4
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2017,17.6
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2018,17.5
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2019,16.6
J-Antiinfectives for systemic use,NBPYEANB,FIN,Finland,2020,13.8
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2010,29.3
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2011,29.2
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2012,30.1
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2013,30.2
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2014,29.2
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2015,29.7
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2016,29.6
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2017,28.5
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2018,29.7
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2019,29.8
J-Antiinfectives for systemic use,NBPYEANB,FRA,France,2020,25.3
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2010,39.3
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2011,37.0
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2012,33.3
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2013,34.1
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2014,34.6
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2015,38.5
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2016,40.6
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2017,34.2
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2018,37.9
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2019,39.4
J-Antiinfectives for systemic use,NBPYEANB,GRC,Greece,2020,33.1
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2010,16.2
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2011,16.1
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2012,15.3
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2013,15.8
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2014,16.5
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2015,17.2
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2016,15.7
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2017,15.9
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2018,16.2
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2019,15.8
J-Antiinfectives for systemic use,NBPYEANB,HUN,Hungary,2020,12.7
J-Antiinfectives for systemic use,NBPYEANB,ISL,Iceland,2010,21.2
J-Antiinfectives for systemic use,NBPYEANB,ISL,Iceland,2011,21.3
J-Antiinfectives for systemic use,NBPYEANB,ISL,Iceland,2012,21.3
J-Antiinfectives for systemic use,NBPYEANB,ISL,Iceland,2013,21.2
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2010,19.1
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2011,20.9
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2012,21.1
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2013,21.8
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2014,21.2
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2015,23.1
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2016,22.1
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2017,21.0
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2018,22.5
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2019,22.9
J-Antiinfectives for systemic use,NBPYEANB,IRL,Ireland,2020,18.6
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2010,28.9
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2011,29.2
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2012,28.6
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2013,29.4
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2014,27.7
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2015,27.8
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2016,27.6
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2017,24.3
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2018,24.5
J-Antiinfectives for systemic use,NBPYEANB,ITA,Italy,2019,24.6
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2010,34.2
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2011,36.9
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2012,37.9
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2013,38.6
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2014,40.5
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2015,39.9
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2016,39.0
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2017,37.9
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2018,38.7
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2019,34.5
J-Antiinfectives for systemic use,NBPYEANB,KOR,Korea,2020,29.9
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2010,29.0
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2011,29.1
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2012,29.0
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2013,28.8
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2014,27.1
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2015,27.3
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2016,26.8
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2017,26.3
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2018,25.9
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2019,25.1
J-Antiinfectives for systemic use,NBPYEANB,LUX,Luxembourg,2020,20.2
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2010,13.4
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2011,13.5
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2012,13.6
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2013,13.1
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2014,12.8
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2015,13.0
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2016,12.8
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2017,12.4
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2018,12.5
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2019,12.3
J-Antiinfectives for systemic use,NBPYEANB,NLD,Netherlands,2020,11.5
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2010,18.2
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2011,19.0
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2012,19.6
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2013,18.9
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2014,18.7
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2015,18.5
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2016,18.1
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2017,17.7
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2018,17.3
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2019,17.0
J-Antiinfectives for systemic use,NBPYEANB,NOR,Norway,2020,16.2
J-Antiinfectives for systemic use,NBPYEANB,POL,Poland,2014,23.4
J-Antiinfectives for systemic use,NBPYEANB,POL,Poland,2015,27.5
J-Antiinfectives for systemic use,NBPYEANB,POL,Poland,2016,28.0
J-Antiinfectives for systemic use,NBPYEANB,POL,Poland,2017,29.8
J-Antiinfectives for systemic use,NBPYEANB,POL,Poland,2018,28.1
J-Antiinfectives for systemic use,NBPYEANB,POL,Poland,2019,27.5
J-Antiinfectives for systemic use,NBPYEANB,POL,Poland,2020,23.1
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2010,24.8
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2011,25.9
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2012,25.5
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2013,23.2
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2014,23.7
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2015,24.7
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2016,26.5
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2017,25.1
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2018,24.9
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2019,25.8
J-Antiinfectives for systemic use,NBPYEANB,PRT,Portugal,2020,22.3
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2011,22.2
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2012,20.5
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2013,24.1
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2014,22.1
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2015,27.2
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2016,26.3
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2017,21.4
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2018,23.5
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2019,20.8
J-Antiinfectives for systemic use,NBPYEANB,SVK,Slovak Republic,2020,16.0
J-Antiinfectives for systemic use,NBPYEANB,ESP,Spain,2016,28.2
J-Antiinfectives for systemic use,NBPYEANB,ESP,Spain,2017,27.5
J-Antiinfectives for systemic use,NBPYEANB,ESP,Spain,2018,27.1
J-Antiinfectives for systemic use,NBPYEANB,ESP,Spain,2019,25.5
J-Antiinfectives for systemic use,NBPYEANB,ESP,Spain,2020,20.3
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2010,17.2
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2011,17.4
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2012,17.4
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2013,16.4
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2014,16.2
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2015,15.8
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2016,15.6
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2017,15.0
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2018,14.7
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2019,14.1
J-Antiinfectives for systemic use,NBPYEANB,SWE,Sweden,2020,12.6
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2010,40.8
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2011,43.5
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2012,43.6
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2013,42.6
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2014,41.0
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2015,41.9
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2016,42.1
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2017,37.3
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2018,33.3
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2019,34.6
J-Antiinfectives for systemic use,NBPYEANB,TUR,Türkiye,2020,27.6
J-Antiinfectives for systemic use,NBPYEANB,GBR,United Kingdom,2013,20.4
J-Antiinfectives for systemic use,NBPYEANB,GBR,United Kingdom,2018,18.8
J-Antiinfectives for systemic use,NBPYEANB,GBR,United Kingdom,2019,18.2
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2011,15.1
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2012,19.2
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2013,20.0
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2014,19.4
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2015,21.5
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2016,19.3
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2017,16.8
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2018,20.0
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2019,27.3
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2020,26.8
J-Antiinfectives for systemic use,NBPYEANB,CHL,Chile,2021,32.6
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2010,14.0
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2011,15.3
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2012,15.6
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2013,15.7
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2014,15.7
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2015,17.3
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2016,17.9
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2017,18.2
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2018,18.3
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2019,18.1
J-Antiinfectives for systemic use,NBPYEANB,EST,Estonia,2020,16.6
J-Antiinfectives for systemic use,NBPYEANB,ISR,Israel,2012,16.4
J-Antiinfectives for systemic use,NBPYEANB,ISR,Israel,2014,24.9
J-Antiinfectives for systemic use,NBPYEANB,ISR,Israel,2015,27.8
J-Antiinfectives for systemic use,NBPYEANB,ISR,Israel,2016,26.9
J-Antiinfectives for systemic use,NBPYEANB,ISR,Israel,2017,24.1
J-Antiinfectives for systemic use,NBPYEANB,ISR,Israel,2018,20.7
J-Antiinfectives for systemic use,NBPYEANB,ISR,Israel,2019,20.8
J-Antiinfectives for systemic use,NBPYEANB,ISR,Israel,2020,16.7
J-Antiinfectives for systemic use,NBPYEANB,ISR,Israel,2021,16.1
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2010,14.2
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2011,14.3
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2012,14.2
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2013,14.3
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2014,14.0
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2015,14.4
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2016,13.9
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2017,14.0
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2018,14.0
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2019,13.9
J-Antiinfectives for systemic use,NBPYEANB,SVN,Slovenia,2020,11.3
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2010,24.1
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2011,24.8
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2012,23.7
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2013,18.5
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2014,18.8
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2015,18.8
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2016,18.3
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2017,17.8
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2018,17.2
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2019,17.6
J01-Antibacterials for systemic use,NBPYEANB,AUS,Australia,2020,14.2
J01-Antibacterials for systemic use,NBPYEANB,AUT,Austria,2019,11.4
J01-Antibacterials for systemic use,NBPYEANB,AUT,Austria,2020,8.8
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2010,24.9
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2011,25.4
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2012,25.6
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2013,24.2
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2014,24.0
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2015,24.4
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2016,24.2
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2017,22.8
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2018,22.3
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2019,21.4
J01-Antibacterials for systemic use,NBPYEANB,BEL,Belgium,2020,16.6
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2010,14.0
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2011,14.8
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2012,15.4
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2013,15.3
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2014,14.9
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2015,14.8
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2016,16.7
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2017,16.4
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2018,16.1
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2019,13.9
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2020,11.3
J01-Antibacterials for systemic use,NBPYEANB,CAN,Canada,2021,10.5
J01-Antibacterials for systemic use,NBPYEANB,CZE,Czech Republic,2019,16.9
J01-Antibacterials for systemic use,NBPYEANB,CZE,Czech Republic,2020,13.4
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2010,17.5
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2011,18.3
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2012,17.4
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2013,17.5
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2014,17.1
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2015,17.5
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2016,17.0
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2017,16.2
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2018,15.6
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2019,15.3
J01-Antibacterials for systemic use,NBPYEANB,DNK,Denmark,2020,14.3
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2010,19.7
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2011,21.5
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2012,20.6
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2013,19.6
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2014,19.1
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2015,18.1
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2016,17.4
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2017,15.7
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2018,15.4
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2019,14.7
J01-Antibacterials for systemic use,NBPYEANB,FIN,Finland,2020,11.9
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2010,25.0
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2011,25.1
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2012,25.7
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2013,25.9
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2014,24.9
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2015,25.6
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2016,25.6
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2017,24.7
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2018,25.3
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2019,25.1
J01-Antibacterials for systemic use,NBPYEANB,FRA,France,2020,20.3
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2010,35.6
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2011,33.4
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2012,29.9
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2013,29.8
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2014,31.0
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2015,33.2
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2016,33.1
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2017,34.2
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2018,34.1
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2019,34.1
J01-Antibacterials for systemic use,NBPYEANB,GRC,Greece,2020,28.1
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2010,14.8
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2011,14.9
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2012,14.1
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2013,14.5
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2014,15.2
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2015,15.8
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2016,14.4
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2017,14.6
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2018,14.8
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2019,14.4
J01-Antibacterials for systemic use,NBPYEANB,HUN,Hungary,2020,11.2
J01-Antibacterials for systemic use,NBPYEANB,ISL,Iceland,2010,19.8
J01-Antibacterials for systemic use,NBPYEANB,ISL,Iceland,2011,19.8
J01-Antibacterials for systemic use,NBPYEANB,ISL,Iceland,2012,19.7
J01-Antibacterials for systemic use,NBPYEANB,ISL,Iceland,2013,19.4
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2010,19.0
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2011,20.8
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2012,21.0
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2013,21.6
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2014,21.0
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2015,23.0
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2016,22.0
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2017,20.9
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2018,22.4
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2019,22.8
